,id,content,
2738,1.3867E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

#Infografica di @LindaGrass0 @antgrasso_IT #IoT #Energy https://t.co/9ITLnWC2BX",Neutral
3473,1.42493E+18,"When corporate #sustainability first started to make waves, @SchneiderElec &amp; @Microsoft  were the front runners. Our 30-year partnership reached a new peak! We received Microsoft’s 2021 Sustainability Changemaker Partner of the Year recognition.  https://t.co/j6LCfx18iG https://t.co/oPYLaHAKVt",Positive
512,1.27368E+18,"With the growth of more smart consumer electronics, you are going to see more growth of products needing realtime capabilities, says Pamela Cortez .@Azure. https://t.co/4mDBni2BXT #TPSS #IoT #sustainability #AI #5G #cloud #edge #PeggySmedley .@Microsoft .@AltaOhms #podcast https://t.co/TbjmkIMW4P",Neutral
3699,1.43806E+18,"🎙️Speakers #CloudNord🔥
➡️ #KEYNOTE du jeudi 17h20 ""#Green software engineering!"" 

avec @jawache  Green Cloud Advocacy Lead @Microsoft , membre de Green Software Foundation and co-organisateur à @climateActTech https://t.co/orL6nkWRxH",Neutral
2966,1.39556E+18,"Hear from AVEVA's @ModyRashesh, Justin Thomas and @Microsoft's Ahmad El Dandachi on how to achieve enterprise #sustainability and operational resilience. Register for the on-demand webinar https://t.co/LLcCOyXTKx @SmartIndustryUS https://t.co/6KOXIzbJj3",Neutral
1798,1.33671E+18,".@Microsoft, @Unilever Join @amazon's Pledge to Fight #ClimateChange
https://t.co/Ph7Pkq2VvT",Positive
3831,1.45146E+18,"@Microsoft’s new Ocean Plastic Mouse is made with 20% #recycled ocean plastic, a breakthrough in materials #technology &amp; step towards their goal of #zerowaste by 2030 https://t.co/XnA4L3Fs3e @SABIC @surface @noaaocean #sustainability #Oceans #plasticwaste #pollution #CleanUp https://t.co/36ATjedSQO",Positive
1561,1.32733E+18,"We’ve seen many manufacturers who’ve made multi-year investments in building a digital strategy and digitizing their #supplychain, says Neal Meldrum. https://t.co/QBXsJlop7T #TPSS #IoT #sustainability #AI #5G #manufacturing #PeggySmedley #MicrosoftInfluencer .@Microsoft #podcast",Neutral
3863,1.44614E+18,"It's awesome to see @Microsoft exploring sustainable material innovation. The Ocean Plastic Mouse may seem like a small step, but it's a big deal. These are moments of #sustainability truth, doing what hasn't been done before, for the good of our planet!

https://t.co/GhdfDsokhb",Positive
2154,1.36171E+18,"Going big on #ClimateChange: @BillGates, co-founder of @Microsoft and @Breakthrough, lays out an action plan for creating a zero-carbon future by 2050 that includes a major build-out of the nation’s transmission system. Read more in this @politico Q&amp;A: https://t.co/LHcQmOrVJj",Neutral
4155,1.45555E+18,"Has anyone calculated the climate impact of @Microsoft Teams vs Zoom? At least on a Mac, Teams uses a huge amount more energy.

Wonder what it adds up to globally?

#ClimateChange",Negative
292,1.25488E+18,FYI #SDGs 3 for Wellbeing @AdamRogers2030 @UN @UNWebTV @Apple @Microsoft @Evo_Hannan @Google @AminaJMohammed @GailDavvis @SDGS4GOOD @MonikaSawhney6 @TheCreators2030 @Hazloe3 @AmandaRay02 @dez_blanchfield @Dahl_Consult @DrUmeshPrabhu @Julez_Norton @antonioguterres #UN #Music https://t.co/FgokNn0rGg,Neutral
4389,1.48172E+18,"Acuity Brands Partners with Microsoft to Enable Sustainable Building Solutions
@AcuityBrands @Microsoft #CarbonEmissions #SustainableBuildings #Sustainability
 https://t.co/5XgMoaTmYG",Positive
866,1.29064E+18,Big Data to Calculate Carbon -- DTN/The Progressive Farmer #ClimateChange #Sustainability @Bayer4CropsUS @Microsoft @LandOLakesInc @SmithfieldFoods @GranularAg #SoilHealth https://t.co/Dtg4mMcsco,Positive
1164,1.30641E+18,Participated in a Virtual Give Back event this evening with the @ConnectionIT BSG BDM Team and our friends from @Microsoft. Thank you @Impact4Good &amp; @RMHCDENVER we are proud to have partnered with you on this! #cnxnevents #cnxnvirtual #connectioncares #giveback #csr https://t.co/4qlPoq6fvR,Neutral
261,1.25304E+18,"Scaled investments in climate solutions leveraging IoT, #blockchain and #AI can help manage and report on carbon footprints and help fight #climatechange. Learn how KPMG and @Microsoft are making investments into innovative #technology to help. https://t.co/5FaeAHw9bg",Positive
618,1.28666E+18,"Congratulations to our partners @EnergyImpact_ on their work with @Microsoft to boost investment in the future of #energy and #sustainability!

https://t.co/tEONAMBX2p",Positive
1759,1.33453E+18,Read my conversation with Neal Meldrum about the need for a strong #supplychain in #manufacturing. https://t.co/Vb0X8yGEXk #TPSS #IoT #sustainability #AI #5G #cloud #edge #digitaltransformation #PeggySmedley #MicrosoftInfluencer .@Microsoft,Neutral
1253,1.30618E+18,"bp and Microsoft form strategic partnership to drive digital energy innovation
@bp_plc @Microsoft #USA #UK #renewableenergy #zerocarbon #digitisation #cloudcomputing #strategicpartnerships
https://t.co/R6U17az8J5 https://t.co/34ZgGthATV",Positive
2236,1.36385E+18,"Bis 2030 will @Microsoft eine negative CO2-Bilanz erreichen. Bis 2050 soll der gesamte #CO2-Fußabdruck seit der Gründung 1975 getilgt werden. Wir zeigen, wie Unternehmen mit dem Einsatz von Microsoft #Azure nachhaltiger sein können. #climate #digitalchiefs https://t.co/c79Ns3iiqb",Positive
1578,1.3263E+18,New #infrastructure #digitaltwin alliance priorities. https://t.co/5Y49e8TQrq #construction #IoT #sustainability #AI #5G #cloud #edge #futureofwork .@BentleySystems .@Microsoft https://t.co/QyJO32NbNC,Neutral
4174,1.45844E+18,"Très fier que @loamics s'associe à @suezFR @Capgemini @EDFofficiel @TimeForThePlanet @ademe @Microsoft @Elaia_Partners @citizencapital et @joinstationf pour créer un accélérateur de startups 
#dataforgood #aiforgood #data #energy #planderelance https://t.co/MCGzF8eggm",Positive
2610,1.385E+18,"“The strongest net-zero targets, like the one set by @Microsoft, go beyond a company’s own operations and address its broader impacts on climate and society.” #climatechange #sustainability #responsibility #ESG https://t.co/9aYEQ91LxT",Positive
793,1.28587E+18,"Microsoft inks largest-ever solar PPA in the U.S. with Sol Systems who will finance, develop &amp; operate a portfolio of over 500 MW of #SolarProjects for supply of #CleanEnergy.

@Microsoft aims 100% #RenewableEnergy consumption by 2025. 

#CorporatePPA

 https://t.co/vOi02u7pqY",Neutral
1008,1.31067E+18,.@Microsoft’s  .@CMichaelWalton joins me to discuss the skills gap tomorrow on #TPSS at 12:15 pm CT. Tune in at  https://t.co/ykUbRecoZO #IoT #sustainability #AI #5G #cloud #edge #digitaltransformation #infrastructure #PeggySmedley .@CMichaelWalton .@Microsoft https://t.co/ffwNdv4DyK,Neutral
439,1.26278E+18,"My 2-cents on the role of #CSR activities during the #COVID19 crisis on firms’ well-being. Don’t cut back on CSR, it helps to get through the crisis and to recover faster. Citing strong examples of CSR engagement by @Unilever, @BASF, @Microsoft, @SchneiderElec &amp; @Danone. https://t.co/nWhescvk38",Neutral
840,1.29592E+18,"Learn about how @Microsoft’s #AIForEarth program has helped volunteers to gather and share #data to influence public #policy and preserve a vital resource 🇧🇷

https://t.co/rwWtYMzGOd 

#AI #water #sustainability https://t.co/kFvtEENMLg",Positive
4465,1.48061E+18,"We need @Google and @Microsoft to walk the talk on climate action and stop running #greenwashing ads by Exxon, Shell, and others.  Big oil has spent years and millions undermining #climateaction and running their ads only masks the problem. https://t.co/CioS6oIb07",Positive
3050,1.3965E+18,"More than 100 glabal companies including @Google &amp; @Microsoft announced their support for a world-wide collaboration to improve #transparency regarding how often their #electricity is generated through #renewables. 
@UtilityDive 
 #betd21 #Energiewende https://t.co/AtUY0iNNjz",Neutral
2538,1.37111E+18,"@gulf_intel @CCED_Oman @MashreqTweets @Microsoft @uniper_energy @omv @Sharjahoil @eni #AXA axes #RWE ! Banks, investors, and insurers are under great pressure to up their game on #climate .While RWE has already pledged to be #netzero by 2040, this shows that targets mean nothing when there is no concrete action. #WalktheTalk #orbeleftbehind",Neutral
1616,1.32849E+18,"Take this with a pinch of salt. Big tech is amazing, but also dangerous in many other ways than carbon output. #microsoft #carbonfootprint #environment @Microsoft https://t.co/pZ7nz7bsFp",Neutral
2991,1.38983E+18,"Join our Global Green Economies &amp; Infrastructure Leader, Gianluca Di Pasquale along with other industry experts on May 6th for a @Globegov forum with @Microsoft discussing how tech is transforming public sector #sustainability. 

Register here: https://t.co/Erdp4gYvoY 
#GreenTech",Positive
301,1.25305E+18,"Happy #EarthDay 2020!  We all need to do our part to help preserve the planet for the future. @Microsoft  committed to be carbon negative by 2030 earlier this year.  Learn more: https://t.co/oDXk0y7Cje
#green #zerowaste https://t.co/ywRUIE8x4K",Positive
1340,1.31864E+18,"Speakers Paul Fleming @Microsoft, Jason Morrison, Water Mandate &amp; Truke Smoor @Cargill discuss making the business case for #waterstewardship: It requires developing collaborative partnerships to ensure #water+#sustainability &amp; local knowledge enter the discussion. #EHSForum20 https://t.co/3zmmgMqMvh",Positive
1920,1.35088E+18,"On Jan 19, join AVEVA's @ModyRashesh and Justin Thomas as they speak with @Microsoft's Ahmad El Dandachi on how to achieve enterprise #sustainability and operational resilience. Register here https://t.co/qtKWFzTw8d @SmartIndustryUS https://t.co/gFw4V7oN2r",Positive
1997,1.35227E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

#Infografica di @LindaGrass0 @antgrasso_IT #IoT #Energy https://t.co/KDmnnN25J0",Negative
3639,1.43764E+18,"Watch how @Accenture, @Microsoft and @Jaljeevika are enabling smallholder fish farmers to manage production more effectively and increase yields, by democratizing access to impactful technology https://t.co/0Kw9dbTNKM #sustainability #ProjectAmplify @poddersanjay @lathika_pai",Positive
3265,1.42083E+18,"We can’t keep doing what we have always done in the warehouse. We have to leverage technology, says Tim Linsenmeyer .@CloverImaging. https://t.co/z8taGJffhF #Azure #TPSS #IoT #sustainability #AI #manufacturing #supplychain .@Microsoft .@CMichaelWalton #MicrosoftInfluencer https://t.co/qoYrzKRYeL",Positive
1342,1.31857E+18,@AkwyZ @Microsoft @Unilever @ACCIONA_EN @bt_uk @LandsecGroup @Iberdrola_En @BNPParibas @Danone @ferrovial @RedElectricaREE @Apple @Eco_Act @NeilMilliken @hminto @EvanKirstel @sallyeaves @mirko_ross @antgrasso @jblefevre60 @helene_wpli @psb_dc @TamaraMcCleary It’s great to see how the global leaders are taking #Sustainability seriously,Positive
2288,1.37652E+18,"Hear from AVEVA's @ModyRashesh, Justin Thomas and @Microsoft's Ahmad El Dandachi on how to achieve enterprise #sustainability and operational resilience. Register for the on-demand webinar https://t.co/ORbeQAtb16  @SmartIndustryUS https://t.co/SSt4sePWpW",Neutral
3152,1.40006E+18,"We have to think differently.

IMasons Technology Committee leaders met at the EMEA Summit last week to discuss a new approach to #Sustainability... 
Watch now:
https://t.co/9gtDnhGS95 
@dudenelson @eschutter @Switch @Microsoft 
#buildersofthedigitalage #sustainabledevelopment https://t.co/6LJtuvgMJy",Positive
611,1.28808E+18,Canon and NT-ware announce support for Microsoft Universal Print @g_printmonitor #print #printing #workflow #labels #consumables #packaging #largeformat @SASlaugh #digitalprinting #sustainability @CanonProPrintUK @Microsoft  https://t.co/qrTEVAvqUS https://t.co/y8DrthaRIc,Neutral
3202,1.40513E+18,"Webinar: #CarbonReporting and Energy Project Development using @Microsoft Office 365.

In case you missed this live webinar, you can catch up here.

@Ameresco 
#webinar #carbon #carbonreporting #emissions #energy #data #netzero
https://t.co/mYiXJ9muoz",Positive
1232,1.30698E+18,"By 2025 all our data centers and offices globally will function on renewable energy. We aim to be carbon negative by 2030, water positive by 2030 - Brad Smith, President @Microsoft  #SDGMoment #UNGA75 @UNDESA #UNGA75 #SDGs #UN75",Neutral
1018,1.30916E+18,"@SustAbility @Shell @erminsight @globalcompact @Microsoft Hi, would you like to join hackathon? This event supports #entrepreneur and #startup under theme of #DiversityandInclusion and #sustainability . Participants solve social and environmental projects . Choose project you are interested in and sign up. Check it !",Positive
2894,1.37983E+18,"Overcoming carbon will take more than offsets and #RenewableEnergy - we need to deploy circular #SupplyChains, and we need to do it quickly. Join us for an #EarthDay panel on 4/20 @ 8am PT w/ @Microsoft, @Facebook, @NoodleAI and @Genpact: https://t.co/gPEqyyB0WJ https://t.co/ermboQTpq3",Positive
4158,1.45522E+18,"Honoured to sign my pledge with @Microsoft #COP26 

They have so many incredible projects and initiatives that will make a real difference in the fight against #ClimateChange! 💚 https://t.co/ADyeeaB3KP",Positive
1874,1.33497E+18,This man is fighting the waste created by technology giants who build redundancy into their products #ClimateAction @Apple @Microsoft @HP #auspol https://t.co/T3nBxPaYLs,Positive
666,1.27894E+18,Corporate responsibility explained in #WebVR. Topics are featured in context of an abstract 3D environment. Users can freely navigate the space and engage with content like in a normal web page. Inspired by @microsoft commitment to #sustainability. #aframe #storytelling https://t.co/k53K3dCs8g,Positive
3757,1.43901E+18,"@UN @SDGAdvocates @k_satyarthi @chica_rosadita @Microsoft @BradSmi @BLACKPINK 😭😭😭

BLACKPINK ONU
#ClimateAction #BLACKPINK #ONU 
@BLACKPINK https://t.co/nKeKhvpznx",Neutral
748,1.28635E+18,"JOIN US July 30 at 2pm ET: Free for AEE members, special rates for gov, others. Press welcome. Advanced #energy Leaders on ""Getting to 100% Clean Energy"" featuring officials @ApexCleanEnergy @Microsoft @CLEAResult + @EnelXNA Register now: https://t.co/TY3cWvQM3p https://t.co/WrRoG1dHkK",Negative
3486,1.42361E+18,"Read the whole article on Space4SDG2 here: https://t.co/aQxLUbORNi
Please RT
@UN 
@UNOOSA 
@EarthOutreach 
@Google 
@awscloud 
@Microsoft 
@sundarpichai 
@NASAEarth 
@RNTata2000 
@isro 
@POTUS 
@VP 
#sustainability #sustainabledevelopment #Space4SDGs https://t.co/jkQ9jyZW8q",Neutral
2073,1.3645E+18,".@Microsoft and @Accenture have unveiled a five-point plan that aims to speed up the UK’s mission to achieve net-zero carbon emissions by 2050

https://t.co/b7VOFjyqKt

#Technology #Sustainability #DigitalSkills https://t.co/e4p0ZvdTl2",Positive
2058,1.34871E+18,"Roughly 7,200 tons of e-waste lands in India’s capital city from across the country and abroad every day. 

Learn how grassroots startup @karosambhav is taking on the challenge of responsible #recycling: https://t.co/3LqF0Jz41I ♻",Negative
925,1.29175E+18,"The #FAANMG stocks (@Facebook, @Apple, @amazon, @netflix, @Microsoft, @Google) now have a market cap of $7 trillion - more than #financial, #energy, #industrial, and #material sectors COMBINED! https://t.co/9XmdGgWkZF",Neutral
4175,1.45841E+18,"Cloud to become the “pervasive style” of computing

https://t.co/Ag7kGWXkZo
@Gartner_inc @Oracle @Oracle_ME @Microsoft @awscloud @SAP @alibaba_cloud @Google #DigitalTransformation #CloudComputing #technology #business #CEOs #CIos #CTOs #CFOs #banks #retail #energy #digital",Neutral
581,1.27037E+18,"A long, good story about efforts at @Microsoft to go carbon negative. This is #climate leadership.

https://t.co/nLekXv4YtY",Positive
1030,1.30871E+18,"With @Microsoft's recent announcement, among others, creating a spotlight for the technology, #Hydrogen seems to be a hot #sustainability topic right now! This is an excellent concept for converting waste plastic into fuel https://t.co/mf24d8UBm0 #NetZero",Neutral
1457,1.31714E+18,"#Microsoft is using #AI and #IoT to meet its goal of reducing #energy consumption and energy spent heating and cooling its buildings. Learn how these tools are supporting the pledge of becoming #CarbonNegative by 2030, via @Microsoft: https://t.co/Vs8Lc79iU7",Positive
496,1.27446E+18,"Powering e-commerce, Supply chains, and women’s rights in East Africa~&gt; discover innovation happening at Kasha with former @Microsoft and @gatesfoundation Female Executive 
#supplychain #sustainability #retail 

iTunes  🎧 https://t.co/sQYEJ2dvsf https://t.co/OzJ4u5W3ot",Neutral
2976,1.39293E+18,"Through its @4Afrika  program, @Microsoft  invests in #capacitybuilding to create long-term #socialimpact while advancing its own #sustainability and #employeeengagement goals. See why this kind of initiative is the future of #CSR: https://t.co/Yhcaz9gwIo #MySkills4Afrika #socent https://t.co/75vzeNOOLi",Positive
3397,1.41552E+18,@Microsoft is changing the way it buys #renewableenergy https://t.co/yXAHun3iFq via @Verge,Positive
1146,1.30577E+18,"#ClimateEmergency: @Google pledges to be #carbonfree by 2030 as fires engulf California

Big Tech groups respond to pressure from employees concerned about #climatechange

@Microsoft announced earlier this year that it would be “carbon negative” by 2030

https://t.co/gWfDS8FnTC",Positive
3435,1.42914E+18,"Powerful strategy to reduce #carbonfootprint &amp; bring #sustainability to underserved communities

@Microsoft to buy 250 MW drum @Voltenergyltd⁩, Black-owned #solar firm with portion of profits used to develop renewable energy in underserved communities https://t.co/jShkWecYne",Neutral
3591,1.42988E+18,"How can large energy buyers help make progress toward a 100% carbon-free grid⚡️? Join @WRIEnergy tomorrow for a conversation with w/ experts from @WorldResources, @Google, @Microsoft &amp; @DesMoinesGov city council. Register ➡️ https://t.co/6jTMDbyjpr #EnergyTwitter #ClimateAction https://t.co/rq7uisFLD8",Positive
3042,1.39504E+18,"Fascinating potential for joint @Chevron, Schlumberger, @Microsoft pilot #CarbonCapture &amp; energy regeneration program in California's Central Valley. Working thru the challenge to capture at scale. Exciting! @Stanford Global #energy dialogue. #NetZero https://t.co/lQvqPRLQ59",Positive
1611,1.32427E+18,"We are committed to doing our bit in building a #sustainable future. In partnership with @Microsoft &amp; the #buildfor2030 campaign, our #iBEMS solution, is helping deploy #smart, sustainable and #netzero campuses across the world.
https://t.co/KnpbW46yWF https://t.co/NRNZKsRgQo",Neutral
614,1.28781E+18,".@Azure RTOS plus the Azure IoT SDK, is a set of libraries that's designed to simplify the process of sending messages and receiving messages to the cloud.  https://t.co/u3Mc4sfxy2  #sustainability #cloud #digitaltransformation #Azure #AI .@Microsoft #IoT https://t.co/3R9E5lIpBF",Positive
1381,1.31208E+18,Crafting careers for a new generation of workers. https://t.co/XKzOylv0FG #IoT #sustainability #AI #5G #cloud #edge #futureofwork #infrastructure #digitaltransformation .@Microsoft #MicrosoftInfluencer https://t.co/X9MZBkNUat,Positive
3928,1.44761E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

rt @lindagrass0 @antgrasso_IT #IoT #Energy https://t.co/1i2NDHD5Kl",Positive
2181,1.36566E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

rt @lindagrass0 @antgrasso_IT #IoT #Energy https://t.co/vQzzopT1tL",Positive
1413,1.32012E+18,"Dear @Microsoft and @PlayStation teams, you are releasing new consoles, which is great. But don't you think in 2020, you should have the capability to take existing consoles that your consumers have, use the parts from them for your latest consoles? #ClimateChange is real.",Neutral
3783,1.43896E+18,@UN @SDGAdvocates @k_satyarthi @chica_rosadita @Microsoft @BradSmi @BLACKPINK Our inspiration and role models are there! Let's work hard blinks and support the clima change initiatives behalf of @BLACKPINK . We'd like to learn and do our part too. 🤍 #ClimateAction,Neutral
2456,1.3725E+18,"👋 Working in #data for #ClimateAction? Get in touch!

We’re looking to support #DataCollaboration across six key areas with our partner @Microsoft - can you help?

Topics inc. reducing #emissions, #waste &amp; #energy consumption, &amp; more…

Read full info 👉 https://t.co/7HyvFG4KBV https://t.co/Jc2oXKJza1",Neutral
1638,1.32336E+18,"Find out how we're working alongside industry titans, @Microsoft, to bring together #cleantech and #farmers to ensure the safety of our food system and combat #climatechange. More from @Thumbtackhead - Microsoft Canada National Technology Officer 👇 #innovation #agchat #CdnAg https://t.co/ttzMflZinj",Neutral
2992,1.38979E+18,"It’s not too late, be sure to register below to watch live on Thursday May 6 as we discuss how government agencies use technology to realize their sustainability goals. #sustainability #environment #tech #PublicSector #DigitalTransformation #microsoft @Microsoft_Gov @Microsoft https://t.co/DcDtLJqOMX",Neutral
2511,1.36982E+18,"So #cryptocurrency #Cryptoart #Bitcoin maximalists and #Blockchain enthusiasts, if you want to see the green side of #crytpo and learn about a pre-launch network that's working with @Microsoft on its #carbonfootprint, join us at @MIT next week: https://t.co/I4fvnv73Fh #Green",Positive
2405,1.36908E+18,"Schlumberger New #Energy, Chevron, and @Microsoft Collaborate on #CarbonNegative Bioenergy

https://t.co/yKLYfeWcbf
#climate_change #environment #AETOSWire https://t.co/HLfv5ox5Mo",Positive
3626,1.44071E+18,"""We are committed to becoming carbon negative, zero waste and water positive by 2030,"" says @Microsoft CEO @satyanadella. ""You see this commitment reflected across the value chain, from sourcing of raw materials to the packaging."" #MicrosoftEvent #sustainability #NetZero https://t.co/RpH6lJyKkx",Positive
4531,1.49177E+18,"US #tech giants lead 24% increase in corporate #renewableenergy spend
@amazon @Microsoft  and @Meta lead the way as corporates bought a record 31.1GW of renewable #energy through #power purchase agreements in 2021.
https://t.co/r5huxfbWCA",Positive
582,1.26762E+18,#Climate@0@0 @Microsoft It is very important that you realize the damage caused by letting the Fossil Fuel Industry Advertise on your platform is adding to the death of our Planet ! Climate Change is real ! S.Revier +#SocialMediaHive USA,Positive
2560,1.36875E+18,"It's crucial that those who can, do. 

Learn more about @Microsoft's mission to become carbon negative by 2030 &amp; its $1 billion investment.

Read more: https://t.co/6GYuYMlJE4

#ClimateAction #Innovation",Neutral
2364,1.3701E+18,Today @Total and @Microsoft announced that they have agreed to collaborate as strategic partners to further digital transformation and support progress toward net-zero emissions. #sustainability #innovation #climatechange https://t.co/enanhigwhJ,Positive
1075,1.30581E+18,"🚀@bp announced a partnership with @Microsoft to drive digital energy innovation and advance #netzerogoals.
🌍They intend to work together to develop new innovations and digital solutions to help meet their #sustainability aims, like reducing energy use and #carbonemissions https://t.co/GHsMHtCbI0",Positive
2662,1.3855E+18,We’ve been recognized by @Microsoft as a “partner making a difference” by building a more #sustainable future. Learn more about EcoStruxure Resource Advisor and prepare for future #climate related disruptions: https://t.co/oC97zFe8u9 #Buildfor2030 https://t.co/ND4OJtdPb9,Positive
4425,1.48592E+18,"We’ve partnered with @Microsoft  on the development of @Minecraft educational #Climate worlds, to educate users about the causes  and  impacts of  #ClimateChange.   

Learn more https://t.co/GRVrpGBVHH

#MinecraftEdu #ClimateScience https://t.co/nInmrl1rkZ",Positive
415,1.25623E+18,.@samjgeorge .@Azure .@Microsoft believes businesses are going to begin to realize that the #IoT will be an important tool in their toolbox. https://t.co/faZJUK1vml #sustainability #AI #5G #cloud #edge #digitaltransformation #machinelearning #futureofwork https://t.co/K78whC0MJ9,Neutral
617,1.28667E+18,"#ICYMI: 

@Microsoft signs the largest #renewableenergy portfolio energy purchase agreement this week. The deal should help #Microsoft close in on its goal of 100% #renewable energy by 2025.

@Sol_Systems #sustainability #energy #energynews
https://t.co/PSuipySbtP",Neutral
2340,1.37167E+18,"Hear from AVEVA's @ModyRashesh, Justin Thomas and @Microsoft's Ahmad El Dandachi on how to achieve enterprise #sustainability and operational resilience. Register for the on-demand webinar https://t.co/TXVc9OwvIi  @SmartIndustryUS https://t.co/lM8dotXzpZ",Neutral
1564,1.32727E+18,Sam George of .@Microsoft shares how it is seeing opportunities in smart places across industries including #construction. https://t.co/3aJFoTXmkJ #IoT #sustainability #AI #5G #cloud #edge #futureofwork #infrastructure #TechDays20,Positive
1836,1.33634E+18,"Are you ready for an #AI challenge? #10toGOMunich challenges you to create a sustainable, AI-driven solution to the #SDGs. 

Learn more and apply by 8 January: https://t.co/LC303QU9wx
#10toGO @VWGroup @Microsoft https://t.co/7zHw7pnQXS",Positive
1587,1.32567E+18,"#Trend: Sustainable business air travel

Alaska Airlines &amp; @Microsoft sign partnership to reduce carbon emissions with flights powered by sustainable aviation fuel supplied by  SkyNRG  in key routes. 

#EIIRTrend #Aviation #Sustainability #Fuel #Strategy

https://t.co/Ak0HDV0M2Q",Positive
651,1.28222E+18,"They started the company in the back garden. 

Last year, @SM_Farms were invited to build their first working farm on the roof of @Microsoft's UK headquarters in Paddington Central.

Here's the full story: https://t.co/j8Y738SKFV
#UrbanFarming #Sustainability #Investing https://t.co/q0EJNLtjyX",Neutral
4081,1.45816E+18,"***Thu., Nov. 11, 1:00 PM ET***

Join MetaProp Partners Maureen Waters and @ZacharyAarons, as well as industry thought leaders, on the Sustainability in the Built Environment panel organized by @Microsoft.

Register here: https://t.co/611rm0oCgs

#PropTech #VC #sustainability #RE https://t.co/Ky4ZXA246y",Neutral
3135,1.4026E+18,"#Sustainability is on the top of everyone's minds. This is a good read on @Microsoft's plan for backup power in datacenters.

#Sustainable #Engineering #Cloud #CloudFamily #Azure

https://t.co/RuVq2cQLbg",Positive
1240,1.31094E+18,@Microsoft increases #GreenEnergy... https://t.co/QlETXAyOJ7,Positive
2676,1.38025E+18,".@Microsoft is using boiling liquid to cool one of its @Azure #datacenters https://t.co/su49Q2VvMV  @Mike_Wheatley @SiliconANGLE @holgermu &gt; Normally electronics and water are not good friends, but here they are for a more #sustainable #cloud. #NextGenApps https://t.co/fapJrWpGif",Positive
3998,1.45019E+18,"Fantastic to see global giants like @microsoft as well as UK success stories @taylors and @baukjen being awarded #climateneutral status at the recent Climate Action Awards. Be inspired!

https://t.co/1GrPkmygCi

@unclimatechange 
#climateaction #ClimateCrisis  #UN https://t.co/hKjlblpW9I",Positive
2605,1.38523E+18,"#Sustainability at @Amazon: A great start but for a company that is this profitable, #netzero doesn’t feel ambitious enough. Like @Microsoft, Amazon could lead even more by going net negative. #EarthDay2021 https://t.co/tTbWHjqmgA",Neutral
776,1.28786E+18,"Decarbonisation of #DataCentres using #green #hydrogen

@IDAIRELAND @SEAI_ie @Entirl
@Microsoft @amazon @Facebook @Google
@greenparty_ie @Twitter
@DataCenterWorld @DataCenterBlogs @DataCentreIre https://t.co/sdQQdgeSRU",Positive
2009,1.34495E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

#Infografica di @LindaGrass0 @antgrasso_IT #IoT #Energy https://t.co/4UYFe3mDtC",Positive
3654,1.4341E+18,"L'impatto del #digitale sulla riduzione delle #emissioni è pari a quello delle #energie #rinnovabili: la #ricerca di @Ambrosetti_  e @Microsoft 

#CO2 #Digital #innovation #RenewableEnergy #renewables #Sustainability #SDGs #ClimateAction 

https://t.co/Cu2OGSxKgk",Positive
1672,1.3287E+18,"""By 2030 @Microsoft will be carbon negative, and by 2050 Microsoft will remove from the environment all the carbon the company has emitted either directly or by electrical consumption since it was founded in 1975."" __ @BradSmi

#SDGs #SDG13 #GlobalGoals https://t.co/GhWphTcKJ2",Positive
4498,1.4917E+18,@sec please be sure @Microsoft discloses negative #ESG impact of windows 11.  2 year old laptop total replace required.  #Sustainability …..not sustainable,Positive
1019,1.30912E+18,"📽 ""We need to transform how we understand nature and how we understand earth ecosystems.""
 
👉🏻 Our video interview w/ @almaecardenas, #AI for Earth Senior Program Manager at @Microsoft, is now live! https://t.co/lMH7ETgGSn

#digitalfuturesociety #ClimateChange #sustainability https://t.co/h7TIjwJzOy",Positive
2114,1.35701E+18,Çağlayan Arkan and I take a deep dive in to the biggest misconceptions about #manufacturing today. https://t.co/mnXDmTKb25 #TPSS #IoT #sustainability #MicrosoftInfluencer #artofpossible #workforcetranformation #sustainablemanufacturing #PeggySmedley .@Microsoft https://t.co/dJJ7dg4i7F,Neutral
1851,1.34101E+18,PLEASE TAKE ACTION NOW &amp; Tell @Microsoft: STOP funding #climate change deniers‼️‼️‼️ https://t.co/qdak1XUibb,Neutral
3198,1.40875E+18,"Secondo uno studio @Microsoft, le imprese operanti nel comparto energetico possono trarre grandi benefici dall'utilizzo dell'IoT. In particolare il 63% degli intervistati evidenzia una sensibile riduzione dei costi.

rt @lindagrass0 @antgrasso_IT #IoT #Energy https://t.co/lyDQ0y2cvB",Neutral
